
     HECDSS Complete Catalog of Record Pathnames in File precip.2017.01.dss

     Catalog Created on Oct 27, 2017 at 13:28    File Created on Dec 31, 2016
     Number of Records:   3864                   DSS Version 6-SA,  File 6-UE
     Sort Order: ABCFED

  Ref.                     Last Written
 Number   Tag     Program   Date  Time  Type Vers Data        Record Pathname
   178  T3715     Undefi  05APR17 05:59  GAT   4 9999   /SHG/MARFC/PRECIP/06JAN2017:0700/06JAN2017:0800/STAGEIII/
   179  T3716     Undefi  05APR17 05:59  GAT   4 9999   /SHG/MARFC/PRECIP/06JAN2017:0800/06JAN2017:0900/STAGEIII/
   180  T3717     Undefi  05APR17 05:59  GAT   3 9999   /SHG/MARFC/PRECIP/06JAN2017:0900/06JAN2017:1000/STAGEIII/
   181  T3718     Undefi  05APR17 06:00  GAT   3 9999   /SHG/MARFC/PRECIP/06JAN2017:1000/06JAN2017:1100/STAGEIII/
   182  T3719     Undefi  05APR17 05:59  GAT   3 9999   /SHG/MARFC/PRECIP/06JAN2017:1100/06JAN2017:1200/STAGEIII/
   183  T3720     Undefi  05APR17 06:05  GAT   6 9999   /SHG/MARFC/PRECIP/06JAN2017:1200/06JAN2017:1300/STAGEIII/
   184  T3721     Undefi  05APR17 06:05  GAT   5 7223   /SHG/MARFC/PRECIP/06JAN2017:1300/06JAN2017:1400/STAGEIII/
   185  T3722     Undefi  05APR17 06:05  GAT   5 3615   /SHG/MARFC/PRECIP/06JAN2017:1400/06JAN2017:1500/STAGEIII/
   186  T3723     Undefi  05APR17 06:05  GAT   5 1384   /SHG/MARFC/PRECIP/06JAN2017:1500/06JAN2017:1600/STAGEIII/
   187  T3724     Undefi  05APR17 06:03  GAT   5 1645   /SHG/MARFC/PRECIP/06JAN2017:1600/06JAN2017:1700/STAGEIII/
   188  T3725     Undefi  05APR17 06:03  GAT   5 2231   /SHG/MARFC/PRECIP/06JAN2017:1700/06JAN2017:1800/STAGEIII/
   189  T3726     Undefi  05APR17 06:04  GAT   4 1112   /SHG/MARFC/PRECIP/06JAN2017:1800/06JAN2017:1900/STAGEIII/
   190  T3727     Undefi  05APR17 06:04  GAT   4 3906   /SHG/MARFC/PRECIP/06JAN2017:1900/06JAN2017:2000/STAGEIII/
   191  T3728     Undefi  05APR17 06:05  GAT   4 6328   /SHG/MARFC/PRECIP/06JAN2017:2000/06JAN2017:2100/STAGEIII/
   192  T3729     Undefi  05APR17 06:05  GAT   4 7853   /SHG/MARFC/PRECIP/06JAN2017:2100/06JAN2017:2200/STAGEIII/
   193  T3730     Undefi  05APR17 06:04  GAT   4 5413   /SHG/MARFC/PRECIP/06JAN2017:2200/06JAN2017:2300/STAGEIII/
   194  T3731     Undefi  05APR17 06:04  GAT   4 5854   /SHG/MARFC/PRECIP/06JAN2017:2300/06JAN2017:2400/STAGEIII/
   195  T3732     Undefi  05APR17 06:04  GAT   4 6740   /SHG/MARFC/PRECIP/07JAN2017:0000/07JAN2017:0100/STAGEIII/
   196  T3733     Undefi  05APR17 06:05  GAT   4 7090   /SHG/MARFC/PRECIP/07JAN2017:0100/07JAN2017:0200/STAGEIII/
   197  T3734     Undefi  05APR17 06:04  GAT   4 8895   /SHG/MARFC/PRECIP/07JAN2017:0200/07JAN2017:0300/STAGEIII/
   198  T3735     Undefi  05APR17 06:04  GAT   3 9999   /SHG/MARFC/PRECIP/07JAN2017:0300/07JAN2017:0400/STAGEIII/
   199  T3736     Undefi  05APR17 06:04  GAT   4 9999   /SHG/MARFC/PRECIP/07JAN2017:0400/07JAN2017:0500/STAGEIII/
   200  T3737     Undefi  05APR17 06:04  GAT   3 9999   /SHG/MARFC/PRECIP/07JAN2017:0500/07JAN2017:0600/STAGEIII/
   201  T3738     Undefi  05APR17 06:04  GAT   4 9999   /SHG/MARFC/PRECIP/07JAN2017:0600/07JAN2017:0700/STAGEIII/
   202  T3739     Undefi  05APR17 06:04  GAT   4 9999   /SHG/MARFC/PRECIP/07JAN2017:0700/07JAN2017:0800/STAGEIII/
   203  T3740     Undefi  05APR17 06:04  GAT   3 9999   /SHG/MARFC/PRECIP/07JAN2017:0800/07JAN2017:0900/STAGEIII/
   204  T3741     Undefi  05APR17 06:04  GAT   3 9999   /SHG/MARFC/PRECIP/07JAN2017:0900/07JAN2017:1000/STAGEIII/
   205  T3742     Undefi  05APR17 06:04  GAT   4 9999   /SHG/MARFC/PRECIP/07JAN2017:1000/07JAN2017:1100/STAGEIII/
   206  T3743     Undefi  05APR17 06:05  GAT   4 9999   /SHG/MARFC/PRECIP/07JAN2017:1100/07JAN2017:1200/STAGEIII/
   207  T3744     Undefi  05APR17 06:11  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:1200/07JAN2017:1300/STAGEIII/
   208  T3745     Undefi  05APR17 06:11  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:1300/07JAN2017:1400/STAGEIII/
   209  T3746     Undefi  05APR17 06:11  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:1400/07JAN2017:1500/STAGEIII/
   210  T3747     Undefi  05APR17 06:10  GAT   8 9999   /SHG/MARFC/PRECIP/07JAN2017:1500/07JAN2017:1600/STAGEIII/
   211  T3748     Undefi  05APR17 06:10  GAT   8 9999   /SHG/MARFC/PRECIP/07JAN2017:1600/07JAN2017:1700/STAGEIII/
   212  T3749     Undefi  05APR17 06:11  GAT   8 9999   /SHG/MARFC/PRECIP/07JAN2017:1700/07JAN2017:1800/STAGEIII/
   213  T3750     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:1800/07JAN2017:1900/STAGEIII/
   214  T3751     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:1900/07JAN2017:2000/STAGEIII/
   215  T3752     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:2000/07JAN2017:2100/STAGEIII/
   216  T3753     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:2100/07JAN2017:2200/STAGEIII/
   217  T3754     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:2200/07JAN2017:2300/STAGEIII/
   218  T3755     Undefi  05APR17 06:10  GAT   7 9999   /SHG/MARFC/PRECIP/07JAN2017:2300/07JAN2017:2400/STAGEIII/
   219  T3756     Undefi  05APR17 06:10  GAT   6 9999   /SHG/MARFC/PRECIP/08JAN2017:0000/08JAN2017:0100/STAGEIII/
   220  T3757     Undefi  05APR17 06:10  GAT   6 9412   /SHG/MARFC/PRECIP/08JAN2017:0100/08JAN2017:0200/STAGEIII/
   221  T3758     Undefi  05APR17 06:11  GAT   4 5016   /SHG/MARFC/PRECIP/08JAN2017:0200/08JAN2017:0300/STAGEIII/
   222  T3761     Undefi  05APR17 06:11  GAT   3 4037   /SHG/MARFC/PRECIP/08JAN2017:0300/08JAN2017:0400/STAGEIII/
   223  T3759     Undefi  05APR17 06:11  GAT   5 6022   /SHG/MARFC/PRECIP/08JAN2017:0400/08JAN2017:0500/STAGEIII/
   224  T3760     Undefi  05APR17 06:11  GAT   3 1496   /SHG/MARFC/PRECIP/08JAN2017:0500/08JAN2017:0600/STAGEIII/
   225  T3762     Undefi  05APR17 06:11  GAT   3 1308   /SHG/MARFC/PRECIP/08JAN2017:0600/08JAN2017:0700/STAGEIII/
   226  T3763     Undefi  05APR17 06:11  GAT   3 1347   /SHG/MARFC/PRECIP/08JAN2017:0700/08JAN2017:0800/STAGEIII/
   227  T3764     Undefi  05APR17 06:11  GAT   3 1569   /SHG/MARFC/PRECIP/08JAN2017:0800/08JAN2017:0900/STAGEIII/
   228  T3765     Undefi  05APR17 06:11  GAT   3 2042   /SHG/MARFC/PRECIP/08JAN2017:0900/08JAN2017:1000/STAGEIII/
   229  T3766     Undefi  05APR17 06:11  GAT   3 2383   /SHG/MARFC/PRECIP/08JAN2017:1000/08JAN2017:1100/STAGEIII/
   230  T3767     Undefi  05APR17 06:10  GAT   3 2039   /SHG/MARFC/PRECIP/08JAN2017:1100/08JAN2017:1200/STAGEIII/
   231  T3768     Undefi  05APR17 06:12  GAT   4 4995   /SHG/MARFC/PRECIP/08JAN2017:1200/08JAN2017:1300/STAGEIII/
   232  T3769     Undefi  05APR17 06:12  GAT   3 5346   /SHG/MARFC/PRECIP/08JAN2017:1300/08JAN2017:1400/STAGEIII/
   233  T3770     Undefi  05APR17 06:12  GAT   4 2703   /SHG/MARFC/PRECIP/08JAN2017:1400/08JAN2017:1500/STAGEIII/
   234  T3771     Undefi  05APR17 06:12  GAT   3 2432   /SHG/MARFC/PRECIP/08JAN2017:1500/08JAN2017:1600/STAGEIII/
   235  T3772     Undefi  05APR17 06:12  GAT   3 2123   /SHG/MARFC/PRECIP/08JAN2017:1600/08JAN2017:1700/STAGEIII/
   236  T3773     Undefi  05APR17 06:12  GAT   3 2351   /SHG/MARFC/PRECIP/08JAN2017:1700/08JAN2017:1800/STAGEIII/
   237  T3774     Undefi  05APR17 06:12  GAT   3 2334   /SHG/MARFC/PRECIP/08JAN2017:1800/08JAN2017:1900/STAGEIII/
   238  T3775     Undefi  05APR17 06:12  GAT   3 2463   /SHG/MARFC/PRECIP/08JAN2017:1900/08JAN2017:2000/STAGEIII/
   239  T3776     Undefi  05APR17 06:12  GAT   3 2551   /SHG/MARFC/PRECIP/08JAN2017:2000/08JAN2017:2100/STAGEIII/
   240  T3777     Undefi  05APR17 06:12  GAT   3 2276   /SHG/MARFC/PRECIP/08JAN2017:2100/08JAN2017:2200/STAGEIII/
   241  T3778     Undefi  05APR17 06:13  GAT   3 2085   /SHG/MARFC/PRECIP/08JAN2017:2200/08JAN2017:2300/STAGEIII/
   242  T3779     Undefi  05APR17 06:13  GAT   3 2282   /SHG/MARFC/PRECIP/08JAN2017:2300/08JAN2017:2400/STAGEIII/
   243  T3780     Undefi  05APR17 06:13  GAT   3 2391   /SHG/MARFC/PRECIP/09JAN2017:0000/09JAN2017:0100/STAGEIII/
   244  T3781     Undefi  05APR17 06:13  GAT   3 2137   /SHG/MARFC/PRECIP/09JAN2017:0100/09JAN2017:0200/STAGEIII/
   245  T3782     Undefi  05APR17 06:14  GAT   5 1523   /SHG/MARFC/PRECIP/09JAN2017:0200/09JAN2017:0300/STAGEIII/
   246  T3783     Undefi  05APR17 06:14  GAT   4  921   /SHG/MARFC/PRECIP/09JAN2017:0300/09JAN2017:0400/STAGEIII/
   247  T3784     Undefi  05APR17 06:14  GAT   4  716   /SHG/MARFC/PRECIP/09JAN2017:0400/09JAN2017:0500/STAGEIII/
   248  T3785     Undefi  05APR17 06:14  GAT   3  686   /SHG/MARFC/PRECIP/09JAN2017:0500/09JAN2017:0600/STAGEIII/
   249  T3786     Undefi  05APR17 06:14  GAT   3  648   /SHG/MARFC/PRECIP/09JAN2017:0600/09JAN2017:0700/STAGEIII/
   250  T3787     Undefi  05APR17 06:14  GAT   3  879   /SHG/MARFC/PRECIP/09JAN2017:0700/09JAN2017:0800/STAGEIII/
   251  T3788     Undefi  05APR17 06:14  GAT   3  998   /SHG/MARFC/PRECIP/09JAN2017:0800/09JAN2017:0900/STAGEIII/
   252  T3789     Undefi  05APR17 06:14  GAT   3 1152   /SHG/MARFC/PRECIP/09JAN2017:0900/09JAN2017:1000/STAGEIII/
   253  T3790     Undefi  05APR17 06:14  GAT   3  800   /SHG/MARFC/PRECIP/09JAN2017:1000/09JAN2017:1100/STAGEIII/
   254  T3791     Undefi  05APR17 06:14  GAT   3 1561   /SHG/MARFC/PRECIP/09JAN2017:1100/09JAN2017:1200/STAGEIII/
   255  T3792     Undefi  05APR17 06:16  GAT   4 1933   /SHG/MARFC/PRECIP/09JAN2017:1200/09JAN2017:1300/STAGEIII/
   256  T3793     Undefi  05APR17 06:16  GAT   4 1715   /SHG/MARFC/PRECIP/09JAN2017:1300/09JAN2017:1400/STAGEIII/
   257  T3794     Undefi  05APR17 06:16  GAT   3 1701   /SHG/MARFC/PRECIP/09JAN2017:1400/09JAN2017:1500/STAGEIII/
   258  T3795     Undefi  05APR17 06:16  GAT   4 2112   /SHG/MARFC/PRECIP/09JAN2017:1500/09JAN2017:1600/STAGEIII/
   259  T3796     Undefi  05APR17 06:16  GAT   3 1976   /SHG/MARFC/PRECIP/09JAN2017:1600/09JAN2017:1700/STAGEIII/
   260  T3797     Undefi  05APR17 06:16  GAT   3 1091   /SHG/MARFC/PRECIP/09JAN2017:1700/09JAN2017:1800/STAGEIII/
   261  T3798     Undefi  05APR17 06:16  GAT   3 1143   /SHG/MARFC/PRECIP/09JAN2017:1800/09JAN2017:1900/STAGEIII/
   262  T3799     Undefi  05APR17 06:16  GAT   3 1466   /SHG/MARFC/PRECIP/09JAN2017:1900/09JAN2017:2000/STAGEIII/
   263  T3800     Undefi  05APR17 06:16  GAT   3 1120   /SHG/MARFC/PRECIP/09JAN2017:2000/09JAN2017:2100/STAGEIII/
   264  T3801     Undefi  05APR17 06:16  GAT   3  834   /SHG/MARFC/PRECIP/09JAN2017:2100/09JAN2017:2200/STAGEIII/
   265  T3802     Undefi  05APR17 06:16  GAT   2  529   /SHG/MARFC/PRECIP/09JAN2017:2200/09JAN2017:2300/STAGEIII/
   266  T3803     Undefi  05APR17 06:16  GAT   3  537   /SHG/MARFC/PRECIP/09JAN2017:2300/09JAN2017:2400/STAGEIII/
   267  T3804     Undefi  05APR17 06:17  GAT   3  582   /SHG/MARFC/PRECIP/10JAN2017:0000/10JAN2017:0100/STAGEIII/
   268  T3805     Undefi  05APR17 06:16  GAT   3  527   /SHG/MARFC/PRECIP/10JAN2017:0100/10JAN2017:0200/STAGEIII/
   269  T3806     Undefi  05APR17 06:18  GAT   4  523   /SHG/MARFC/PRECIP/10JAN2017:0200/10JAN2017:0300/STAGEIII/
   270  T3807     Undefi  05APR17 06:19  GAT   4  523   /SHG/MARFC/PRECIP/10JAN2017:0300/10JAN2017:0400/STAGEIII/
   271  T3808     Undefi  05APR17 06:19  GAT   3  617   /SHG/MARFC/PRECIP/10JAN2017:0400/10JAN2017:0500/STAGEIII/
   272  T3809     Undefi  05APR17 06:18  GAT   3 1827   /SHG/MARFC/PRECIP/10JAN2017:0500/10JAN2017:0600/STAGEIII/
   273  T3810     Undefi  05APR17 06:18  GAT   3 2832   /SHG/MARFC/PRECIP/10JAN2017:0600/10JAN2017:0700/STAGEIII/
   274  T3811     Undefi  05APR17 06:18  GAT   3 5297   /SHG/MARFC/PRECIP/10JAN2017:0700/10JAN2017:0800/STAGEIII/
   275  T3812     Undefi  05APR17 06:18  GAT   3 7283   /SHG/MARFC/PRECIP/10JAN2017:0800/10JAN2017:0900/STAGEIII/
   276  T3813     Undefi  05APR17 06:18  GAT   3 9999   /SHG/MARFC/PRECIP/10JAN2017:0900/10JAN2017:1000/STAGEIII/
   277  T3814     Undefi  05APR17 06:18  GAT   3 9999   /SHG/MARFC/PRECIP/10JAN2017:1000/10JAN2017:1100/STAGEIII/
   278  T3815     Undefi  05APR17 06:20  GAT   4 9999   /SHG/MARFC/PRECIP/10JAN2017:1100/10JAN2017:1200/STAGEIII/
   279  T3816     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1200/10JAN2017:1300/STAGEIII/
   280  T3817     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1300/10JAN2017:1400/STAGEIII/
   281  T3818     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1400/10JAN2017:1500/STAGEIII/
   282  T3819     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1500/10JAN2017:1600/STAGEIII/
   283  T3820     Undefi  05APR17 06:24  GAT   5 9999   /SHG/MARFC/PRECIP/10JAN2017:1600/10JAN2017:1700/STAGEIII/
   284  T3821     Undefi  05APR17 06:24  GAT   5 9999   /SHG/MARFC/PRECIP/10JAN2017:1700/10JAN2017:1800/STAGEIII/
   285  T3822     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1800/10JAN2017:1900/STAGEIII/
   286  T3823     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:1900/10JAN2017:2000/STAGEIII/
   287  T3824     Undefi  05APR17 06:24  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:2000/10JAN2017:2100/STAGEIII/
   288  T3825     Undefi  05APR17 06:23  GAT   6 9999   /SHG/MARFC/PRECIP/10JAN2017:2100/10JAN2017:2200/STAGEIII/
   289  T3826     Undefi  05APR17 06:23  GAT   5 9999   /SHG/MARFC/PRECIP/10JAN2017:2200/10JAN2017:2300/STAGEIII/
   290  T3827     Undefi  05APR17 06:23  GAT   4 9999   /SHG/MARFC/PRECIP/10JAN2017:2300/10JAN2017:2400/STAGEIII/
   291  T3828     Undefi  05APR17 06:23  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0000/11JAN2017:0100/STAGEIII/
   292  T3829     Undefi  05APR17 06:24  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0100/11JAN2017:0200/STAGEIII/
   293  T3830     Undefi  05APR17 06:24  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0200/11JAN2017:0300/STAGEIII/
   294  T3831     Undefi  05APR17 06:24  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0300/11JAN2017:0400/STAGEIII/
   295  T3832     Undefi  05APR17 06:24  GAT   4 9999   /SHG/MARFC/PRECIP/11JAN2017:0400/11JAN2017:0500/STAGEIII/
   296  T3833     Undefi  05APR17 06:23  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0500/11JAN2017:0600/STAGEIII/
   297  T3834     Undefi  05APR17 06:23  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:0600/11JAN2017:0700/STAGEIII/
   298  T3835     Undefi  05APR17 06:23  GAT   4 9999   /SHG/MARFC/PRECIP/11JAN2017:0700/11JAN2017:0800/STAGEIII/
   299  T3836     Undefi  05APR17 06:23  GAT   4 9999   /SHG/MARFC/PRECIP/11JAN2017:0800/11JAN2017:0900/STAGEIII/
   300  T3837     Undefi  05APR17 06:23  GAT   3 9999   /SHG/MARFC/PRECIP/11JAN2017:0900/11JAN2017:1000/STAGEIII/
   301  T3838     Undefi  05APR17 06:23  GAT   3 9999   /SHG/MARFC/PRECIP/11JAN2017:1000/11JAN2017:1100/STAGEIII/
   302  T3839     Undefi  05APR17 06:24  GAT   3 7947   /SHG/MARFC/PRECIP/11JAN2017:1100/11JAN2017:1200/STAGEIII/
   303  T3840     Undefi  05APR17 06:28  GAT   5 1572   /SHG/MARFC/PRECIP/11JAN2017:1200/11JAN2017:1300/STAGEIII/
   304  T3841     Undefi  05APR17 06:28  GAT   5  523   /SHG/MARFC/PRECIP/11JAN2017:1300/11JAN2017:1400/STAGEIII/
   305  T3842     Undefi  05APR17 06:28  GAT   5  523   /SHG/MARFC/PRECIP/11JAN2017:1400/11JAN2017:1500/STAGEIII/
   306  T3843     Undefi  05APR17 06:28  GAT   5 1255   /SHG/MARFC/PRECIP/11JAN2017:1500/11JAN2017:1600/STAGEIII/
   307  T3844     Undefi  05APR17 06:28  GAT   5 2362   /SHG/MARFC/PRECIP/11JAN2017:1600/11JAN2017:1700/STAGEIII/
   308  T3845     Undefi  05APR17 06:28  GAT   5 5459   /SHG/MARFC/PRECIP/11JAN2017:1700/11JAN2017:1800/STAGEIII/
   309  T3846     Undefi  05APR17 06:28  GAT   5 8016   /SHG/MARFC/PRECIP/11JAN2017:1800/11JAN2017:1900/STAGEIII/
   310  T3847     Undefi  05APR17 06:28  GAT   6 9999   /SHG/MARFC/PRECIP/11JAN2017:1900/11JAN2017:2000/STAGEIII/
   311  T3848     Undefi  05APR17 06:28  GAT   6 9999   /SHG/MARFC/PRECIP/11JAN2017:2000/11JAN2017:2100/STAGEIII/
   312  T3849     Undefi  05APR17 06:28  GAT   6 9999   /SHG/MARFC/PRECIP/11JAN2017:2100/11JAN2017:2200/STAGEIII/
   313  T3850     Undefi  05APR17 06:29  GAT   5 9999   /SHG/MARFC/PRECIP/11JAN2017:2200/11JAN2017:2300/STAGEIII/
   314  T3851     Undefi  05APR17 06:29  GAT   4 9999   /SHG/MARFC/PRECIP/11JAN2017:2300/11JAN2017:2400/STAGEIII/
   315  T3852     Undefi  05APR17 06:29  GAT   5 9999   /SHG/MARFC/PRECIP/12JAN2017:0000/12JAN2017:0100/STAGEIII/
   316  T3853     Undefi  05APR17 06:28  GAT   5 9999   /SHG/MARFC/PRECIP/12JAN2017:0100/12JAN2017:0200/STAGEIII/
   317  T3854     Undefi  05APR17 06:28  GAT   5 9999   /SHG/MARFC/PRECIP/12JAN2017:0200/12JAN2017:0300/STAGEIII/
   318  T3855     Undefi  05APR17 06:28  GAT   5 9999   /SHG/MARFC/PRECIP/12JAN2017:0300/12JAN2017:0400/STAGEIII/
   319  T3856     Undefi  05APR17 06:28  GAT   4 9999   /SHG/MARFC/PRECIP/12JAN2017:0400/12JAN2017:0500/STAGEIII/
   320  T3857     Undefi  05APR17 06:29  GAT   4 9999   /SHG/MARFC/PRECIP/12JAN2017:0500/12JAN2017:0600/STAGEIII/
   321  T3858     Undefi  05APR17 06:27  GAT   3 9999   /SHG/MARFC/PRECIP/12JAN2017:0600/12JAN2017:0700/STAGEIII/
   322  T3859     Undefi  05APR17 06:28  GAT   3 9999   /SHG/MARFC/PRECIP/12JAN2017:0700/12JAN2017:0800/STAGEIII/
   323  T3860     Undefi  05APR17 06:28  GAT   3 9999   /SHG/MARFC/PRECIP/12JAN2017:0800/12JAN2017:0900/STAGEIII/
   324  T3861     Undefi  05APR17 06:27  GAT   3 9999   /SHG/MARFC/PRECIP/12JAN2017:0900/12JAN2017:1000/STAGEIII/
   325  T3862     Undefi  05APR17 06:28  GAT   2 9999   /SHG/MARFC/PRECIP/12JAN2017:1000/12JAN2017:1100/STAGEIII/
   326  T3863     Undefi  05APR17 06:27  GAT   2 8701   /SHG/MARFC/PRECIP/12JAN2017:1100/12JAN2017:1200/STAGEIII/
   327  T3864     Undefi  05APR17 06:27  GAT   1 9537   /SHG/MARFC/PRECIP/12JAN2017:1200/12JAN2017:1300/STAGEIII/
   328  T376      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/01JAN2017:0000/01JAN2017:0600/NDFD-FCST/
   329  T383      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/01JAN2017:0600/01JAN2017:1200/NDFD-FCST/
   330  T404      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/01JAN2017:1200/01JAN2017:1800/NDFD-FCST/
   331  T430      Undefi  31JAN17 17:24  GAT  97 3082   /SHG/MINNESOTA RIVER/PRECIP/01JAN2017:1800/01JAN2017:2400/NDFD-FCST/
   332  T450      Undefi  31JAN17 17:24  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/02JAN2017:0000/02JAN2017:0600/NDFD-FCST/
   333  T476      Undefi  31JAN17 17:24  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/02JAN2017:0600/02JAN2017:1200/NDFD-FCST/
   334  T500      Undefi  31JAN17 17:24  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/02JAN2017:1200/02JAN2017:1800/NDFD-FCST/
   335  T526      Undefi  31JAN17 17:24  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/02JAN2017:1800/02JAN2017:2400/NDFD-FCST/
   336  T547      Undefi  31JAN17 17:24  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/03JAN2017:0000/03JAN2017:0600/NDFD-FCST/
   337  T572      Undefi  31JAN17 17:24  GAT  97 3979   /SHG/MINNESOTA RIVER/PRECIP/03JAN2017:0600/03JAN2017:1200/NDFD-FCST/
   338  T596      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/03JAN2017:1200/03JAN2017:1800/NDFD-FCST/
   339  T622      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/03JAN2017:1800/03JAN2017:2400/NDFD-FCST/
   340  T644      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/04JAN2017:0000/04JAN2017:0600/NDFD-FCST/
   341  T668      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/04JAN2017:0600/04JAN2017:1200/NDFD-FCST/
   342  T695      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/04JAN2017:1200/04JAN2017:1800/NDFD-FCST/
   343  T722      Undefi  31JAN17 17:24  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/04JAN2017:1800/04JAN2017:2400/NDFD-FCST/
   344  T743      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/05JAN2017:0000/05JAN2017:0600/NDFD-FCST/
   345  T764      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/05JAN2017:0600/05JAN2017:1200/NDFD-FCST/
   346  T788      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/05JAN2017:1200/05JAN2017:1800/NDFD-FCST/
   347  T818      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/05JAN2017:1800/05JAN2017:2400/NDFD-FCST/
   348  T837      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/06JAN2017:0000/06JAN2017:0600/NDFD-FCST/
   349  T860      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/06JAN2017:0600/06JAN2017:1200/NDFD-FCST/
   350  T884      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/06JAN2017:1200/06JAN2017:1800/NDFD-FCST/
   351  T913      Undefi  31JAN17 17:25  GAT  97  759   /SHG/MINNESOTA RIVER/PRECIP/06JAN2017:1800/06JAN2017:2400/NDFD-FCST/
   352  T933      Undefi  31JAN17 17:25  GAT  97 2599   /SHG/MINNESOTA RIVER/PRECIP/07JAN2017:0000/07JAN2017:0600/NDFD-FCST/
   353  T955      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/07JAN2017:0600/07JAN2017:1200/NDFD-FCST/
   354  T980      Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/07JAN2017:1200/07JAN2017:1800/NDFD-FCST/
   355  T1010     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/07JAN2017:1800/07JAN2017:2400/NDFD-FCST/
   356  T1031     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:0000/08JAN2017:0600/NDFD-FCST/
   357  T1051     Undefi  31JAN17 17:25  GAT  97    1   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:0600/08JAN2017:1200/NDFD-FCST/
   358  T1076     Undefi  31JAN17 17:25  GAT  97 2255   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1200/08JAN2017:1800/NDFD-FCST/
   359  T1106     Undefi  31JAN17 17:25  GAT  97 9999   /SHG/MINNESOTA RIVER/PRECIP/08JAN2017:1800/08JAN2017:2400/NDFD-FCST/
   360  T1125     Undefi  31JAN17 17:25  GAT  97 6318   /SHG/MINNESOTA RIVER/PRECIP/09JAN2017:0000/09JAN2017:0600/NDFD-FCST/
